shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
160028,50.323277,3.482646,210034
160028,50.323665,3.483355,210035
160028,50.323665,3.483355,220001
160028,50.323698,3.483416,220002
160028,50.323798,3.483614,220003
160028,50.323930,3.483867,220004
160028,50.324039,3.484109,220005
160028,50.324101,3.483929,220006
160028,50.324141,3.483808,220007
160028,50.324162,3.483719,220008
160028,50.324183,3.483635,220009
160028,50.324276,3.483230,220010
160028,50.324398,3.482721,220011
160028,50.324483,3.482405,220012
160028,50.324516,3.482299,220013
160028,50.324556,3.482171,220014
160028,50.324652,3.481899,220015
160028,50.324790,3.482106,220016
160028,50.324866,3.482204,220017
160028,50.324866,3.482204,230001
160028,50.324901,3.482249,230002
160028,50.325092,3.482428,230003
160028,50.326475,3.483406,230004
160028,50.326675,3.483544,230005
160028,50.326809,3.483616,230006
160028,50.326912,3.483647,230007
160028,50.326922,3.483648,230008
160028,50.326922,3.483648,240001
160028,50.327046,3.483671,240002
160028,50.327018,3.483271,240003
160028,50.327012,3.483025,240004
160028,50.327020,3.482696,240005
160028,50.327071,3.482087,240006
160028,50.327094,3.481879,240007
160028,50.327117,3.481730,240008
160028,50.327180,3.481340,240009
160028,50.327246,3.480984,240010
160028,50.327378,3.480371,240011
160028,50.327568,3.479646,240012
160028,50.327600,3.479534,240013
160028,50.327628,3.479471,240014
160028,50.327675,3.479381,240015
160028,50.327984,3.479583,240016
160028,50.328188,3.479714,240017
160028,50.328188,3.479714,250001
160028,50.328200,3.479722,250002
160028,50.328303,3.479767,250003
160028,50.328402,3.479783,250004
160028,50.328603,3.479777,250005
160028,50.328748,3.479770,250006
160028,50.328831,3.479752,250007
160028,50.328905,3.479711,250008
160028,50.328965,3.479643,250009
160028,50.329018,3.479552,250010
160028,50.329056,3.479489,250011
160028,50.329249,3.479189,250012
160028,50.329270,3.479166,250013
160028,50.329307,3.479132,250014
160028,50.329355,3.479096,250015
160028,50.329409,3.479070,250016
160028,50.329467,3.479047,250017
160028,50.329567,3.479034,250018
160028,50.329604,3.479038,250019
160028,50.329628,3.479044,250020
160028,50.329719,3.479080,250021
160028,50.329829,3.479164,250022
160028,50.329890,3.479229,250023
160028,50.329946,3.479293,250024
160028,50.329993,3.479362,250025
160028,50.330034,3.479427,250026
160028,50.330034,3.479427,260001
160028,50.330044,3.479442,260002
160028,50.330132,3.479606,260003
160028,50.330215,3.479817,260004
160028,50.330306,3.480121,260005
160028,50.330362,3.480381,260006
160028,50.330404,3.480628,260007
160028,50.330430,3.480860,260008
160028,50.330434,3.481118,260009
160028,50.330230,3.481099,260010
160028,50.330040,3.481075,260011
160028,50.329795,3.481059,260012
160028,50.329680,3.481053,260013
160028,50.329556,3.481059,260014
160028,50.329480,3.481067,260015
160028,50.329401,3.481083,260016
160028,50.329318,3.481112,260017
160028,50.329251,3.481138,260018
160028,50.329193,3.481169,260019
160028,50.329103,3.481219,260020
160028,50.329035,3.481265,260021
160028,50.328937,3.481363,260022
160028,50.328836,3.481498,260023
160028,50.328775,3.481603,260024
160028,50.328691,3.481793,260025
160028,50.328651,3.481905,260026
160028,50.328621,3.481986,260027
160028,50.328600,3.482087,260028
160028,50.328578,3.482218,260029
160028,50.328552,3.482414,260030
160028,50.328574,3.482504,260031
160028,50.328560,3.482570,260032
160028,50.328512,3.482878,260033
160028,50.328453,3.483357,260034
160028,50.329073,3.483387,260035
160028,50.329149,3.483391,260036
160028,50.329700,3.483417,260037
160028,50.329700,3.483417,270001
160028,50.329984,3.483431,270002
160028,50.330105,3.483440,270003
160028,50.330719,3.483434,270004
160028,50.331158,3.483420,270005
160028,50.331469,3.483409,270006
160028,50.331566,3.483400,270007
160028,50.331568,3.483414,270008
160028,50.331573,3.483435,270009
160028,50.331582,3.483453,270010
160028,50.331592,3.483464,270011
160028,50.331617,3.483477,270012
160028,50.331622,3.483477,270013
160028,50.331633,3.484106,270014
160028,50.331649,3.484921,270015
160028,50.331658,3.485368,270016
160028,50.331673,3.485910,270017
160028,50.331678,3.486133,270018
160028,50.331681,3.486217,270019
160028,50.331686,3.487059,270020
160028,50.331659,3.487993,270021
160028,50.331651,3.487996,270022
160028,50.331632,3.488008,270023
160028,50.331618,3.488032,270024
160028,50.331612,3.488061,270025
160028,50.331612,3.488072,270026
160028,50.331616,3.488098,270027
160028,50.331621,3.488110,270028
160028,50.331629,3.488122,270029
160028,50.331638,3.488129,270030
160028,50.331657,3.488134,270031
160028,50.331675,3.488129,270032
160028,50.331687,3.488124,270033
160028,50.331698,3.488114,270034
160028,50.331702,3.488107,270035
160028,50.331711,3.488078,270036
160028,50.331711,3.488051,270037
160028,50.331798,3.488029,270038
160028,50.331867,3.487996,270039
160028,50.331943,3.487948,270040
160028,50.332050,3.487891,270041
160028,50.332159,3.487849,270042
160028,50.332237,3.487822,270043
160028,50.332295,3.487810,270044
160028,50.332399,3.487794,270045
160028,50.332470,3.487792,270046
160028,50.332771,3.487771,270047
160028,50.333211,3.487760,270048
160028,50.333426,3.487743,270049
160028,50.333812,3.487690,270050
160028,50.333974,3.487665,270051
160028,50.333897,3.487299,270052
160028,50.333887,3.487236,270053
160028,50.333887,3.487236,280001
160028,50.333876,3.487164,280002
160028,50.333840,3.486778,280003
160028,50.333823,3.486568,280004
160028,50.333816,3.486378,280005
160028,50.333819,3.486119,280006
160028,50.333824,3.485994,280007
160028,50.333830,3.485824,280008
160028,50.333858,3.485314,280009
160028,50.333899,3.484732,280010
160028,50.333929,3.484338,280011
160028,50.333945,3.484145,280012
160028,50.333962,3.483825,280013
160028,50.333967,3.483703,280014
160028,50.333963,3.483612,280015
160028,50.333955,3.483486,280016
160028,50.333944,3.483390,280017
160028,50.333977,3.483375,280018
160028,50.333992,3.483360,280019
160028,50.334005,3.483336,280020
160028,50.334012,3.483315,280021
160028,50.334017,3.483290,280022
160028,50.334018,3.483265,280023
160028,50.334014,3.483234,280024
160028,50.334009,3.483211,280025
160028,50.334001,3.483192,280026
160028,50.333990,3.483176,280027
160028,50.333978,3.483162,280028
160028,50.333963,3.483150,280029
160028,50.333946,3.483143,280030
160028,50.333938,3.483143,280031
160028,50.333920,3.483146,280032
160028,50.333907,3.483154,280033
160028,50.333894,3.483167,280034
160028,50.333881,3.483185,280035
160028,50.333871,3.483207,280036
160028,50.333864,3.483234,280037
160028,50.333861,3.483267,280038
160028,50.332660,3.483334,280039
160028,50.332571,3.483335,280040
160028,50.332335,3.483350,280041
160028,50.332335,3.483350,290001
160028,50.331677,3.483388,290002
160028,50.331671,3.483357,290003
160028,50.331664,3.483339,290004
160028,50.331655,3.483325,290005
160028,50.331646,3.483313,290006
160028,50.331635,3.483309,290007
160028,50.331622,3.483306,290008
160028,50.331604,3.483309,290009
160028,50.331593,3.483317,290010
160028,50.331583,3.483330,290011
160028,50.331576,3.483342,290012
160028,50.331569,3.483363,290013
160028,50.331566,3.483379,290014
160028,50.331566,3.483400,290015
160028,50.331568,3.483414,290016
160028,50.331573,3.483435,290017
160028,50.331582,3.483453,290018
160028,50.331592,3.483464,290019
160028,50.331617,3.483477,290020
160028,50.331622,3.483477,290021
160028,50.331633,3.484106,290022
160028,50.331649,3.484921,290023
160028,50.331658,3.485368,290024
160028,50.331673,3.485910,290025
160028,50.331678,3.486133,290026
160028,50.331681,3.486217,290027
160028,50.331686,3.487059,290028
160028,50.331659,3.487993,290029
160028,50.331651,3.487996,290030
160028,50.331632,3.488008,290031
160028,50.331618,3.488032,290032
160028,50.331612,3.488061,290033
160028,50.331233,3.488108,290034
160028,50.331233,3.488108,300001
160028,50.331138,3.488120,300002
160028,50.331068,3.488130,300003
160028,50.330958,3.488149,300004
160028,50.330890,3.488161,300005
160028,50.330842,3.488169,300006
160028,50.330749,3.488179,300007
160028,50.330639,3.488185,300008
160028,50.330560,3.488183,300009
160028,50.330282,3.488156,300010
160028,50.330104,3.488114,300011
160028,50.329737,3.488084,300012
160028,50.329555,3.488069,300013
160028,50.329509,3.488063,300014
160028,50.329326,3.488043,300015
160028,50.329101,3.488045,300016
160028,50.328996,3.488054,300017
160028,50.328996,3.488054,310001
160028,50.328895,3.488062,310002
160028,50.328616,3.488090,310003
160028,50.328298,3.488134,310004
160028,50.328094,3.488167,310005
160028,50.327813,3.488208,310006
160028,50.327618,3.488236,310007
160028,50.327493,3.488242,310008
160028,50.327455,3.488229,310009
160028,50.327340,3.488126,310010
160028,50.327346,3.488097,310011
160028,50.327348,3.488065,310012
160028,50.327346,3.488034,310013
160028,50.327342,3.488003,310014
160028,50.327333,3.487974,310015
160028,50.327322,3.487947,310016
160028,50.327308,3.487924,310017
160028,50.327291,3.487906,310018
160028,50.327273,3.487893,310019
160028,50.327253,3.487884,310020
160028,50.327234,3.487880,310021
160028,50.327213,3.487883,310022
160028,50.327193,3.487891,310023
160028,50.327175,3.487903,310024
160028,50.327158,3.487921,310025
160028,50.327144,3.487944,310026
160028,50.327132,3.487969,310027
160028,50.327123,3.487998,310028
160028,50.327117,3.488028,310029
160028,50.327115,3.488060,310030
160028,50.327117,3.488091,310031
160028,50.327121,3.488122,310032
160028,50.327130,3.488151,310033
160028,50.327142,3.488176,310034
160028,50.327155,3.488200,310035
160028,50.327172,3.488219,310036
160028,50.327190,3.488232,310037
160028,50.327176,3.488276,310038
160028,50.327143,3.488334,310039
160028,50.327116,3.488371,310040
160028,50.327000,3.488575,310041
160028,50.326692,3.488984,310042
160028,50.326391,3.489603,310043
160028,50.326391,3.489603,320001
160028,50.326122,3.490153,320002
160028,50.325966,3.490472,320003
160028,50.325844,3.490723,320004
160028,50.325785,3.490841,320005
160028,50.325359,3.491684,320006
160028,50.325095,3.492236,320007
160028,50.324846,3.492739,320008
160028,50.324535,3.493380,320009
160028,50.324499,3.493455,320010
160028,50.323775,3.494950,320011
160028,50.323668,3.495140,320012
160028,50.323495,3.495430,320013
160028,50.323428,3.495522,320014
160028,50.323334,3.495636,320015
160028,50.323228,3.495745,320016
160028,50.323165,3.495809,320017
160028,50.323074,3.495883,320018
160028,50.322964,3.495969,320019
160028,50.322852,3.496032,320020
160028,50.322735,3.496090,320021
160028,50.322597,3.496143,320022
160028,50.322437,3.496185,320023
160028,50.322276,3.496224,320024
160028,50.322153,3.496244,320025
160028,50.321811,3.496302,320026
160028,50.321809,3.496264,320027
160028,50.321798,3.496217,320028
160028,50.321778,3.496171,320029
160028,50.321758,3.496142,320030
160028,50.321741,3.496125,320031
160028,50.321720,3.496109,320032
160028,50.321690,3.496098,320033
160028,50.321647,3.496089,320034
160028,50.321622,3.496090,320035
160028,50.321597,3.496097,320036
160028,50.321568,3.496112,320037
160028,50.321551,3.496129,320038
160028,50.321530,3.496156,320039
160028,50.321510,3.496188,320040
160028,50.321496,3.496225,320041
160028,50.321487,3.496268,320042
160028,50.321481,3.496314,320043
160028,50.321480,3.496366,320044
160028,50.321487,3.496420,320045
160028,50.321500,3.496470,320046
160028,50.321520,3.496514,320047
160028,50.321551,3.496561,320048
160028,50.321584,3.496587,320049
160028,50.321613,3.496596,320050
160028,50.321664,3.496599,320051
160028,50.321771,3.498045,320052
160028,50.321786,3.498378,320053
160028,50.321825,3.499027,320054
160028,50.321766,3.499121,320055
160028,50.321752,3.499154,320056
160028,50.321734,3.499235,320057
160028,50.321732,3.499293,320058
160028,50.321746,3.499383,320059
160028,50.321767,3.499461,320060
160028,50.321784,3.499501,320061
160028,50.321807,3.499535,320062
160028,50.321842,3.499566,320063
160028,50.321867,3.499583,320064
160028,50.321870,3.499676,320065
160028,50.321920,3.500379,320066
160028,50.321924,3.500433,320067
160028,50.321924,3.500433,330001
160028,50.321949,3.500833,330002
160028,50.321958,3.500983,330003
160028,50.321990,3.501466,330004
160028,50.322083,3.502426,330005
160028,50.322087,3.502571,330006
160028,50.322132,3.502862,330007
160028,50.322196,3.503124,330008
160028,50.322267,3.503365,330009
160028,50.322346,3.503606,330010
160028,50.322433,3.503831,330011
160028,50.322519,3.504011,330012
160028,50.322619,3.504206,330013
160028,50.322758,3.504443,330014
160028,50.322884,3.504636,330015
160028,50.323017,3.504813,330016
160028,50.323162,3.504980,330017
160028,50.323293,3.505123,330018
160028,50.323467,3.505286,330019
160028,50.324085,3.505822,330020
160028,50.324629,3.506324,330021
160028,50.325555,3.507103,330022
160028,50.325675,3.507176,330023
160028,50.326107,3.507571,330024
160028,50.326401,3.507845,330025
160028,50.326579,3.508018,330026
160028,50.326739,3.508182,330027
160028,50.326872,3.508339,330028
160028,50.327032,3.508512,330029
160028,50.327293,3.508875,330030
160028,50.327391,3.509032,330031
160028,50.327465,3.509167,330032
160028,50.327518,3.509280,330033
160028,50.327571,3.509429,330034
160028,50.327571,3.509515,330035
160028,50.327587,3.509605,330036
160028,50.327602,3.509654,330037
160028,50.327622,3.509703,330038
160028,50.327652,3.509750,330039
160028,50.327702,3.509796,330040
160028,50.327749,3.509819,330041
160028,50.327779,3.509831,330042
160028,50.327800,3.509834,330043
160028,50.327859,3.509903,330044
160028,50.327889,3.509960,330045
160028,50.327930,3.510046,330046
160028,50.327962,3.510123,330047
160028,50.328186,3.510817,330048
160028,50.328261,3.511048,330049
160028,50.328404,3.511494,330050
160028,50.328458,3.511643,330051
160028,50.328542,3.511920,330052
160028,50.328563,3.511982,330053
160028,50.328801,3.512732,330054
160028,50.328801,3.512732,340001
160028,50.328828,3.512818,340002
160028,50.329036,3.513506,340003
160028,50.329102,3.513770,340004
160028,50.329123,3.513899,340005
160028,50.329130,3.513974,340006
160028,50.329124,3.514037,340007
160028,50.329072,3.514151,340008
160028,50.329058,3.514204,340009
160028,50.329041,3.514286,340010
160028,50.329045,3.514401,340011
160028,50.329052,3.514469,340012
160028,50.329070,3.514552,340013
160028,50.329093,3.514630,340014
160028,50.329136,3.514702,340015
160028,50.329174,3.514743,340016
160028,50.329222,3.514783,340017
160028,50.329263,3.514798,340018
160028,50.329311,3.514804,340019
160028,50.329366,3.514805,340020
160028,50.329412,3.514784,340021
160028,50.329453,3.514760,340022
160028,50.329497,3.514708,340023
160028,50.329532,3.514636,340024
160028,50.329557,3.514569,340025
160028,50.329575,3.514499,340026
160028,50.329784,3.514341,340027
160028,50.329976,3.514249,340028
160028,50.330111,3.514193,340029
160028,50.330262,3.514135,340030
160028,50.330563,3.514016,340031
160028,50.330634,3.513992,340032
160028,50.330634,3.513992,350001
160028,50.330669,3.513980,350002
160028,50.330736,3.513989,350003
160028,50.330778,3.513990,350004
160028,50.330815,3.513985,350005
160028,50.330856,3.513970,350006
160028,50.330917,3.513944,350007
160028,50.331021,3.513907,350008
160028,50.331274,3.513819,350009
160028,50.331386,3.513786,350010
160028,50.331466,3.513751,350011
160028,50.331489,3.513727,350012
160028,50.331506,3.513682,350013
160028,50.331515,3.513633,350014
160028,50.331616,3.513601,350015
160028,50.331859,3.513522,350016
160028,50.332020,3.513486,350017
160028,50.332128,3.513467,350018
160028,50.332176,3.513456,350019
160028,50.332403,3.513438,350020
160028,50.332540,3.513430,350021
160028,50.332699,3.513431,350022
160028,50.332735,3.513421,350023
160028,50.332775,3.513406,350024
160028,50.332803,3.513437,350025
160028,50.332829,3.513453,350026
160028,50.332868,3.513463,350027
160028,50.332903,3.513454,350028
160028,50.332934,3.513420,350029
160028,50.332956,3.513383,350030
160028,50.332966,3.513353,350031
160028,50.332976,3.513313,350032
160028,50.332978,3.513264,350033
160028,50.332972,3.513217,350034
160028,50.332961,3.513184,350035
160028,50.332946,3.513154,350036
160028,50.332928,3.513134,350037
160028,50.332903,3.513112,350038
160028,50.332878,3.513103,350039
160028,50.332927,3.512935,350040
160028,50.332951,3.512862,350041
160028,50.332989,3.512718,350042
160028,50.333027,3.512580,350043
160028,50.333111,3.512177,350044
160028,50.333164,3.511935,350045
160028,50.333305,3.511338,350046
160028,50.333343,3.511203,350047
160028,50.333390,3.511220,350048
160028,50.333426,3.511213,350049
160028,50.333494,3.511186,350050
160028,50.333553,3.511159,350051
160028,50.333593,3.511124,350052
160028,50.333676,3.511021,350053
160028,50.333727,3.510985,350054
160028,50.333763,3.510969,350055
160028,50.333934,3.510909,350056
160028,50.333994,3.510895,350057
160028,50.333994,3.510895,360001
160028,50.334063,3.510879,360002
160028,50.334186,3.510845,360003
160028,50.334252,3.510814,360004
160028,50.334302,3.510733,360005
160028,50.334346,3.510694,360006
160028,50.334412,3.510626,360007
160028,50.334473,3.510544,360008
160028,50.334582,3.510382,360009
160028,50.334628,3.510294,360010
160028,50.334707,3.510212,360011
160028,50.334802,3.509923,360012
160028,50.335054,3.509035,360013
160028,50.335170,3.508674,360014
160028,50.335525,3.507571,360015
160028,50.335759,3.506839,360016
160028,50.335999,3.506091,360017
160028,50.336208,3.505442,360018
160028,50.336372,3.504931,360019
160028,50.336408,3.504736,360020
160028,50.336332,3.504696,360021
160028,50.336286,3.504674,360022
160028,50.336184,3.504630,360023
160028,50.336125,3.504613,360024
160028,50.336037,3.504577,360025
160028,50.335940,3.504528,360026
160028,50.335856,3.504489,360027
160028,50.335755,3.504436,360028
160028,50.335698,3.504380,360029
160028,50.335662,3.504353,360030
160028,50.335639,3.504336,360031
160028,50.335516,3.504271,360032
160028,50.335416,3.504221,360033
160028,50.335210,3.504110,360034
160028,50.335072,3.504037,360035
160028,50.334909,3.503951,360036
160028,50.334802,3.503894,360037
160028,50.334691,3.503837,360038
160028,50.334589,3.503782,360039
160028,50.334040,3.503492,360040
160028,50.333541,3.503230,360041
160028,50.333329,3.503120,360042
160028,50.333107,3.503002,360043
160028,50.333031,3.502971,360044
160028,50.332946,3.502948,360045
160028,50.332794,3.502931,360046
160028,50.332000,3.502878,360047
160028,50.331511,3.502831,360048
160028,50.331358,3.502821,360049
160028,50.331201,3.502824,360050
160028,50.331035,3.502841,360051
160028,50.330961,3.502858,360052
160028,50.330896,3.502873,360053
160028,50.330834,3.502892,360054
160028,50.330834,3.502892,370001
160028,50.330714,3.502930,370002
160028,50.330713,3.502916,370003
160028,50.330705,3.502884,370004
160028,50.330699,3.502872,370005
160028,50.330683,3.502851,370006
160028,50.330671,3.502841,370007
160028,50.330656,3.502837,370008
160028,50.330642,3.502837,370009
160028,50.330622,3.502846,370010
160028,50.330601,3.502870,370011
160028,50.330594,3.502887,370012
160028,50.330586,3.502929,370013
160028,50.330586,3.502943,370014
160028,50.330588,3.502963,370015
160028,50.330593,3.502979,370016
160028,50.330606,3.503005,370017
160028,50.330617,3.503016,370018
160028,50.330640,3.503028,370019
160028,50.330648,3.503028,370020
160028,50.330656,3.503028,370021
160028,50.330680,3.503017,370022
160028,50.330703,3.502987,370023
160028,50.330710,3.502975,370024
160028,50.330714,3.502943,370025
160028,50.330714,3.502930,370026
160028,50.330896,3.502873,370027
160028,50.330961,3.502858,370028
160028,50.331035,3.502841,370029
160028,50.331201,3.502824,370030
160028,50.331358,3.502821,370031
160028,50.331511,3.502831,370032
160028,50.332000,3.502878,370033
160028,50.332794,3.502931,370034
160028,50.332946,3.502948,370035
160028,50.333031,3.502971,370036
160028,50.333107,3.503002,370037
160028,50.333329,3.503120,370038
160028,50.333541,3.503230,370039
160028,50.334040,3.503492,370040
160028,50.334589,3.503782,370041
160028,50.334691,3.503837,370042
160028,50.334802,3.503894,370043
160028,50.334909,3.503951,370044
160028,50.334949,3.503972,370045
160028,50.334949,3.503972,380001
160028,50.335072,3.504037,380002
160028,50.335210,3.504110,380003
160028,50.335416,3.504221,380004
160028,50.335516,3.504271,380005
160028,50.335639,3.504336,380006
160028,50.335662,3.504353,380007
160028,50.335698,3.504380,380008
160028,50.335755,3.504436,380009
160028,50.335856,3.504489,380010
160028,50.335940,3.504528,380011
160028,50.336037,3.504577,380012
160028,50.336125,3.504613,380013
160028,50.336184,3.504630,380014
160028,50.336286,3.504674,380015
160028,50.336332,3.504696,380016
160028,50.336408,3.504736,380017
160028,50.336497,3.504782,380018
160028,50.336602,3.504838,380019
160028,50.336747,3.504909,380020
160028,50.336927,3.504998,380021
160028,50.337032,3.505048,380022
160028,50.337159,3.505111,380023
160028,50.337248,3.505157,380024
160028,50.337354,3.505204,380025
160028,50.337452,3.505251,380026
160028,50.337513,3.505287,380027
160028,50.337562,3.505324,380028
160028,50.337601,3.505355,380029
160028,50.337681,3.505409,380030
160028,50.337795,3.505474,380031
160028,50.337855,3.505502,380032
160028,50.337876,3.505555,380033
160028,50.338004,3.505637,380034
160028,50.338052,3.505661,380035
160028,50.338183,3.505720,380036
160028,50.338341,3.505764,380037
160028,50.338395,3.505750,380038
160028,50.338436,3.505771,380039
160028,50.338539,3.505823,380040
160028,50.338665,3.505891,380041
160028,50.338849,3.505982,380042
160028,50.338952,3.506042,380043
160028,50.339034,3.506091,380044
160028,50.339092,3.506126,380045
160028,50.339159,3.506165,380046
160028,50.339294,3.506248,380047
160028,50.339441,3.506336,380048
160028,50.339489,3.506369,380049
160028,50.339534,3.506397,380050
160028,50.339560,3.506419,380051
160028,50.339680,3.506520,380052
160028,50.340135,3.506945,380053
160028,50.340135,3.506945,390001
160028,50.340510,3.507295,390002
160028,50.340900,3.507561,390003
160028,50.340957,3.507604,390004
160028,50.341057,3.507754,390005
160028,50.341149,3.507910,390006
160028,50.341542,3.508501,390007
160028,50.341654,3.508682,390008
160028,50.341871,3.509022,390009
160028,50.341656,3.509860,390010
160028,50.341447,3.510679,390011
160028,50.341424,3.510768,390012
160028,50.341335,3.511115,390013
160028,50.341272,3.511335,390014
160028,50.341232,3.511476,390015
160028,50.341199,3.511560,390016
160028,50.341181,3.511658,390017
160028,50.341136,3.511816,390018
160028,50.341096,3.511938,390019
160028,50.341065,3.512069,390020
160028,50.340990,3.512370,390021
160028,50.340990,3.512370,400001
160028,50.340871,3.512853,400002
160028,50.340836,3.512972,400003
160028,50.340789,3.513133,400004
160028,50.340764,3.513187,400005
160028,50.340737,3.513244,400006
160028,50.340671,3.513366,400007
160028,50.341259,3.513770,400008
160028,50.341295,3.513794,400009
160028,50.341295,3.513794,410001
160028,50.341498,3.513934,410002
160028,50.342050,3.514264,410003
160028,50.342441,3.514501,410004
160028,50.342987,3.514801,410005
160028,50.343165,3.514926,410006
160028,50.343095,3.515070,410007
160028,50.342754,3.515569,410008
160028,50.342624,3.515744,410009
160028,50.342583,3.515788,410010
160028,50.342346,3.516044,410011
160028,50.342308,3.516031,410012
160028,50.342278,3.516032,410013
160028,50.342245,3.516054,410014
160028,50.342220,3.516092,410015
160028,50.342202,3.516142,410016
160028,50.342192,3.516177,410017
160028,50.342186,3.516222,410018
160028,50.342185,3.516280,410019
160028,50.342201,3.516351,410020
160028,50.342226,3.516404,410021
160028,50.342256,3.516435,410022
160028,50.342278,3.516452,410023
160028,50.342325,3.516452,410024
160028,50.342360,3.516436,410025
160028,50.342397,3.516390,410026
160028,50.342419,3.516335,410027
160028,50.342426,3.516257,410028
160028,50.342422,3.516187,410029
160028,50.342666,3.516372,410030
160028,50.342666,3.516372,420001
160028,50.342687,3.516387,420002
160028,50.342753,3.516440,420003
160028,50.342805,3.516487,420004
160028,50.342833,3.516516,420005
160028,50.342959,3.516669,420006
160028,50.343311,3.517151,420007
160028,50.343659,3.517643,420008
160028,50.343781,3.517801,420009
160028,50.343802,3.517827,420010
160028,50.343856,3.517874,420011
160028,50.343851,3.517912,420012
160028,50.343851,3.517937,420013
160028,50.343854,3.517973,420014
160028,50.343862,3.518018,420015
160028,50.343871,3.518042,420016
160028,50.343888,3.518058,420017
160028,50.343875,3.518125,420018
160028,50.343856,3.518250,420019
160028,50.343837,3.518401,420020
160028,50.343756,3.519489,420021
160028,50.343756,3.519489,430001
160028,50.343735,3.519765,430002
160028,50.343715,3.520020,430003
160028,50.343667,3.521601,430004
160028,50.343621,3.522127,430005
160028,50.343543,3.522092,430006
160028,50.343484,3.522062,430007
160028,50.343456,3.522049,430008
160028,50.343425,3.522287,430009
160028,50.343417,3.522377,430010
160028,50.343409,3.522576,430011
160028,50.343398,3.522735,430012
160028,50.343381,3.523057,430013
160028,50.343347,3.523375,430014
160028,50.343312,3.523588,430015
160028,50.343285,3.523735,430016
160028,50.343251,3.523764,430017
160028,50.343184,3.523801,430018
160028,50.342749,3.524099,430019
160028,50.342749,3.524149,430020
160028,50.342743,3.524504,430021
160028,50.342736,3.524629,430022
160028,50.342681,3.525875,430023
160028,50.343182,3.525882,430024
160028,50.343182,3.525882,440001
160028,50.343414,3.525884,440002
160028,50.343640,3.525892,440003
160028,50.343835,3.525887,440004
160028,50.343994,3.525890,440005
160028,50.344074,3.525898,440006
160028,50.344624,3.525886,440007
160028,50.344692,3.525878,440008
160028,50.344792,3.525854,440009
160028,50.344840,3.525835,440010
160028,50.344892,3.525817,440011
160028,50.345132,3.525716,440012
160028,50.345170,3.525699,440013
160028,50.345247,3.525661,440014
160028,50.345247,3.525661,450001
160028,50.345405,3.525582,450002
160028,50.345537,3.525518,450003
160028,50.345974,3.525341,450004
160028,50.346106,3.525302,450005
160028,50.346819,3.525102,450006
160028,50.346974,3.525074,450007
160028,50.347135,3.525032,450008
160028,50.347954,3.524799,450009
160028,50.348201,3.524743,450010
160028,50.348201,3.524743,460001
160028,50.348498,3.524676,460002
160028,50.348540,3.524696,460003
160028,50.348586,3.524709,460004
160028,50.348715,3.524710,460005
160028,50.348975,3.524700,460006
160028,50.349026,3.524695,460007
160028,50.349189,3.524677,460008
160028,50.349227,3.524672,460009
160028,50.349367,3.524643,460010
160028,50.349520,3.524602,460011
160028,50.349578,3.524583,460012
160028,50.349617,3.524584,460013
160028,50.349675,3.524587,460014
160028,50.349713,3.524585,460015
160028,50.349826,3.524556,460016
160028,50.349920,3.524511,460017
160028,50.350015,3.524467,460018
160028,50.350127,3.524408,460019
160028,50.350298,3.524314,460020
160028,50.350478,3.524214,460021
160028,50.350976,3.523923,460022
160028,50.351371,3.523715,460023
160028,50.351410,3.523711,460024
160028,50.351491,3.523687,460025
160028,50.351535,3.523670,460026
160028,50.351671,3.523568,460027
160028,50.351760,3.523482,460028
160028,50.351801,3.523432,460029
160028,50.351896,3.523333,460030
160028,50.352022,3.523194,460031
160028,50.352069,3.523171,460032
160028,50.352093,3.523153,460033
160028,50.352112,3.523142,460034
160028,50.352127,3.523129,460035
160028,50.352163,3.523104,460036
160028,50.352182,3.523084,460037
160028,50.352203,3.523054,460038
160028,50.352226,3.523017,460039
160028,50.352249,3.522965,460040
160028,50.352290,3.522864,460041
160028,50.352300,3.522829,460042
160028,50.352310,3.522786,460043
160028,50.352394,3.522696,460044
160028,50.352494,3.522577,460045
160028,50.352590,3.522444,460046
160028,50.352660,3.522324,460047
160028,50.352678,3.522295,460048
160028,50.352680,3.522290,460049
160028,50.352680,3.522290,470001
160028,50.352767,3.522133,470002
160028,50.352849,3.521960,470003
160028,50.352909,3.521810,470004
160028,50.352997,3.521581,470005
160028,50.353038,3.521470,470006
160028,50.353629,3.520409,470007
160028,50.353740,3.520210,470008
160028,50.353832,3.520049,470009
160028,50.353937,3.519855,470010
160028,50.353982,3.519775,470011
160028,50.354047,3.519595,470012
160028,50.354066,3.519585,470013
160028,50.354081,3.519571,470014
160028,50.354105,3.519542,470015
160028,50.354115,3.519508,470016
160028,50.354170,3.519453,470017
160028,50.354273,3.519318,470018
160028,50.354476,3.518969,470019
160028,50.354977,3.517986,470020
160028,50.354993,3.518017,470021
160028,50.355020,3.518043,470022
160028,50.355055,3.518053,470023
160028,50.355085,3.518046,470024
160028,50.355104,3.518032,470025
160028,50.355130,3.517993,470026
160028,50.355145,3.517947,470027
160028,50.355150,3.517873,470028
160028,50.355144,3.517824,470029
160028,50.355122,3.517781,470030
160028,50.355104,3.517763,470031
160028,50.355175,3.517636,470032
160028,50.355244,3.517509,470033
160028,50.355384,3.517257,470034
160028,50.355418,3.517233,470035
160028,50.355438,3.517215,470036
160028,50.355662,3.516916,470037
