stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
7854,,"EGLISE QUIEVRECHAIN",,  50.401108,   3.667060,,,0,,0
7867,,"LA FERME HERGNIES",,  50.477507,   3.521011,,,0,,0
7869,,"RUE DOFFENIES",,  50.482615,   3.524970,,,0,,0
7870,,"DEUX NOS",,  50.484283,   3.528936,,,0,,0
7871,,"NO A HOUX",,  50.486394,   3.532982,,,0,,0
7872,,"JUSTICE",,  50.491311,   3.551694,,,0,,0
7873,,"GEORGES LANNOY",,  50.482963,   3.560890,,,0,,0
7874,,"EDOUARD GHESQUIERE",,  50.479945,   3.566035,,,0,,0
7876,,"QUIEVRE.BOULANGERIE",,  50.399095,   3.668618,,,0,,0
7921,,"ESCAUTPONT EGLISE",,  50.424144,   3.561643,,,0,,0
7922,,"175 RUE TABARY",,  50.425946,   3.550063,,,0,,0
7923,,"203 RUE TABARY",,  50.428374,   3.551567,,,0,,0
7924,,"FRESNES RUE A. VILLE",,  50.432602,   3.559616,,,0,,0
8003,,"VALENCIENNES GARE - QUAI A",,  50.363720,   3.517879,,,0,place_GARE,0
8065,,"PONT DE LA SCARPE",,  50.441721,   3.431198,,,0,,0
8071,,"ST AMAND SNCF",,  50.443810,   3.418891,,,0,place_SAS,0
8108,,"FLORALIES",,  50.342145,   3.548631,,,0,,1
8109,,"MONMOUSSEAU",,  50.338873,   3.551732,,,0,place_MMO,1
8195,,"BL MISSERON 4 PAVES",,  50.403391,   3.666363,,,0,,0
8236,,"LYCEES KASTLER",,  50.329393,   3.405482,,,0,,0
8241,,"ESPACE VILLARS",,  50.326026,   3.392693,,,0,place_DLB,1
8374,,"WALLERS 4 RUES",,  50.372804,   3.393150,,,0,,0
8437,,"EGALITE",,  50.334425,   3.483219,,,0,,1
8494,,"COLLEGE JEAN MOULIN",,  50.374068,   3.399518,,,0,,0
8501,,"ARENBERG PLACE",,  50.380900,   3.430998,,,0,,0
8756,,"COLLEGE FERNIG",,  50.494823,   3.453323,,,0,,0
8791,,"ETABLISSEMENT BARY",,  50.445010,   3.561843,,,0,,0
8823,,"CLG FELICIEN JOLY",,  50.337861,   3.357473,,,0,,0
8836,,"NOTRE DAME DES ANGES",,  50.450023,   3.423107,,,0,,0
8854,,"EGLISE QUIEVRECHAIN",,  50.401162,   3.667173,,,0,,0
8864,,"HERGNIES PTE PLACE",,  50.470585,   3.523543,,,0,,0
8869,,"RUE DOFFENIES",,  50.482343,   3.524663,,,0,,0
8870,,"DEUX NOS",,  50.484081,   3.528861,,,0,,0
8871,,"NO A HOUX",,  50.486319,   3.533059,,,0,,0
8872,,"JUSTICE",,  50.490841,   3.551673,,,0,,0
8873,,"GEORGES LANNOY",,  50.482872,   3.560799,,,0,,0
8874,,"EDOUARD GHESQUIERE",,  50.479831,   3.565968,,,0,,0
8876,,"QUIEVRE.BOULANGERIE",,  50.399128,   3.668749,,,0,,0
8911,,"LE BOULON",,  50.457390,   3.575195,,,0,place_BOLON,1
8921,,"ESCAUTPONT EGLISE",,  50.424233,   3.561738,,,0,,0
8922,,"175 RUE TABARY",,  50.426068,   3.550084,,,0,,0
8923,,"203 RUE TABARY",,  50.428330,   3.551726,,,0,,0
8924,,"FRESNES RUE A. VILLE",,  50.432605,   3.559820,,,0,,0
8988,,"PARKING LACUZON",,  50.356994,   3.514079,,,0,,0
8989,,"PLACE ST NICOLAS",,  50.359587,   3.519692,,,0,,0
8990,,"PLACE D'ARMES",,  50.358517,   3.523680,,,0,,0
8991,,"MAISON DES ASSOC.",,  50.354235,   3.512663,,,0,,0
9003,,"VALENCIENNES GARE - QUAI F",,  50.362941,   3.518638,,,0,place_GARE,1
9065,,"PONT DE LA SCARPE",,  50.441620,   3.431028,,,0,,0
9071,,"ST AMAND SNCF",,  50.443647,   3.419051,,,0,place_SAS,0
9108,,"FLORALIES",,  50.341859,   3.548718,,,0,,1
9109,,"MONMOUSSEAU",,  50.338475,   3.551960,,,0,place_MMO,1
9195,,"BL MISSERON 4 PAVES",,  50.401382,   3.666720,,,0,,0
9236,,"LYCEES KASTLER",,  50.328706,   3.405457,,,0,,0
9241,,"ESPACE VILLARS",,  50.326437,   3.392539,,,0,place_DLB,1
